retweetCount,favoriteCount,text,time
5133,25460,Back home with my boys 👍🏼👌🏼🔝😜✈️,2016-03-29T23:20:34.000Z
5697,22458,⚽️,2016-03-29T22:44:49.000Z
4810,19111,Great win 👍🏼✌🏼🔝⚽️,2016-03-29T22:44:33.000Z
4788,21391,⚽️👌🏽,2016-03-28T18:27:00.000Z
4960,14707,#ronaldoyahizlazim ✈️🇹🇷,2016-03-27T21:02:07.000Z
2454,12864,"The only person better than me at my own game is Cristiano Junior!
Download it for free here:http://bit.ly/GETsuperstars ",2016-03-26T18:03:07.000Z
4204,18893,Working out to recover for the next challenge! 💪🏽✌🏽🇵🇹,2016-03-26T13:44:35.000Z
4159,21468,"Delighted to wear these!☝⚽
Get exclusive @nikefootball product in the Nike Football App! http://gonike.me/Football_App ",2016-03-25T08:00:17.000Z
3926,14858,Ready for tomorrow 🔝⚽️👌🏽👍🏽✌🏽,2016-03-24T22:38:36.000Z
3669,17732,Great to be with my Portuguese NT team mates!,2016-03-24T22:22:14.000Z
4901,20977,💪🏼,2016-03-24T11:11:04.000Z
2953,12290,Talking about fashion 🙂😉,2016-03-23T18:03:49.000Z
5092,20818,Think I'm bluffing? 😇😉,2016-03-23T14:32:13.000Z
4657,19270,Get my #Mercurial Natural Diamond boots in the Nike Football App today! 💎 💪  http://gonike.me/Football_App ,2016-03-20T08:16:47.000Z
8286,30095,Happy Father's Day to all daddy's in the world❤️❤️❤️,2016-03-19T15:19:43.000Z
3592,16022,Work hard to achieve success 💎💪The boots will be available tomorrow in the Nike Ftbl App 📲 http://nike.com/footballapp ,2016-03-19T10:49:07.000Z
5232,20009,"Can’t wait to lace up my new boots! 💎 💎 Thanks @nikefootball . Get your boots March 20th 📲
http://gonike.me/Football_App ",2016-03-18T15:00:24.000Z
2846,11945,"Engineered Speed.Novo Equipamento Principal de Portugal 2016. #SparkBrilliance
http://go.nike.com/FPFKits  @nikefootball",2016-03-17T20:52:25.000Z
9264,24460,Wow! Thanks @Nike for letting me be the first athlete trying the new HyperAdapt 1.0 #nike2016 #nikeinnovation,2016-03-16T19:06:54.000Z
2956,13691,Live Life Loud ‼️♻️☀️,2016-03-15T19:04:52.000Z
2665,12216,"Arriving to my home island #Madeira on a cruise ship is unique!
#madeiraislands #exploremadeira #madeiraisgold",2016-03-14T15:25:54.000Z
10252,26024,#SaveSyriasChildren like 5 yr old Ayman* who loves playing football like Cristiano Junior. http://bit.ly/1nhusVN ,2016-03-13T14:17:29.000Z
5102,19858,⚽️,2016-03-12T21:30:24.000Z
2242,11418,"POWERING THROUGH THANKS TO #CLEARMEN @ http://www.clearparis.com  #POWERHAIR #MADEFORMEN, WHAT’S BEHIND YOUR POWER?💪🏽⚽️",2016-03-12T15:57:08.000Z
8457,31259,❤️ love ❤️,2016-03-11T21:56:55.000Z
2739,10857,Want to see what it's like to be me? My new video with @RocByRonaldo comes out March 14th!,2016-03-11T18:02:43.000Z
2836,13042,Excited for the new and #fresh #cr7footwear collection that drops today! Check http://cr7footwear.com ,2016-03-11T14:22:28.000Z
2591,11363,"Exclusively at #WorldDutyFreeES, my new fragrance #CristianoRonaldoLegacy",2016-03-10T19:55:37.000Z
14383,31084,Training our accuracy ⚽️👦🏽❤️,2016-03-09T16:10:03.000Z
7830,30249,Mom I wish you a beautiful International Women's Day ❤👸🏼😘,2016-03-08T16:04:30.000Z
4239,17826,✌🏼✌🏼✌🏼,2016-03-06T17:46:31.000Z
13214,30007,35⚽️'s 👍🏼👌🏼,2016-03-05T22:04:16.000Z
9505,23999,Proud of the great performance in today's match. Thanks for your continuous support. #halamadrid,2016-03-05T20:19:44.000Z
3954,18618,Hair cut 👍🏼👌🏼,2016-03-04T21:12:45.000Z
5333,17983,👍🏼⚽️👌🏼,2016-03-04T14:28:48.000Z
3326,15674,"Here with friends from #WorldDutyFreeES, celebrating my new fragrance #CristianoRonaldoLegacy at Madrid airport!",2016-03-03T15:46:34.000Z
5188,16921,"Good win ⚽️👍🏼
Levante 1 - Real Madrid 3",2016-03-02T23:19:13.000Z
10618,28448,Future ❤️💋👌🏼⚽️👍🏼,2016-03-02T00:31:18.000Z
4456,18573,💪🏽❤️🔝,2016-03-01T16:20:08.000Z
4238,17055,⚽️👍,2016-03-01T12:15:56.000Z
2693,11217,,2016-02-29T16:33:08.000Z
7269,23123,"5️⃣⚽️.⚽️⚽️⚽️⚽️⚽️⚽️‼️🔝👌
Thank you guys!! 😘❤️",2016-02-26T19:06:49.000Z
5952,22128,Mood❤️,2016-02-26T16:19:10.000Z
3993,15306,👍⚽️✌️,2016-02-26T15:12:47.000Z
2596,12324,Fun poker game 👊♠,2016-02-25T15:32:29.000Z
3065,11204,Funny moments with my friend Ricardo answering this 2nd part of the Q&A. Hope you enjoy it!😊,2016-02-24T17:18:11.000Z
11203,33844,Really proud to be the 1st athlete with 200 million social media followers. A big thank you to all my fans! ❤️👌😘🔝😍😻💋,2016-02-24T15:41:50.000Z
3480,13427,Training hard with my everyday partner 👍☀👌✌⚽❤☀ #ClearNoDandruff #NothingToHide #PowerHair,2016-02-24T13:03:17.000Z
3061,14328,Be the first to try the new @SacoorBrosGL Spring/Summer Collection. Now in a boutique near you!,2016-02-23T15:30:21.000Z
3002,12695,"Have you played my very own mobile game? A new exciting update is available now! 
Play here: http://bit.ly/GETsuperstars ",2016-02-20T15:18:30.000Z
3970,12989,I had lot's of fun answering this Q&A with my friend Ricardo. Hope you enjoy it!,2016-02-18T12:11:03.000Z
4283,18233,Our bodies are a blank canvas and underwear is the first thing we put on. Add a splash of colour with #CR7Underwear,2016-02-16T16:05:47.000Z
2774,13191,I loved this photo shooting! Here's a sneak peek of the new @SacoorBrosGL Spring/Summer Collection. Coming soon!,2016-02-15T15:46:01.000Z
7443,20175,Great win! 👍🏼👌🏼✌🏼,2016-02-13T19:30:34.000Z
6892,24903,Such a fun day shooting my Colour Splash campaign for @CR7underwear #CR7Underwear,2016-02-11T15:16:41.000Z
3357,9842,There are rumors that I'm going to be a star in Israel. Not in soccer... In a HOT commercial,2016-02-10T14:56:46.000Z
1613,8600,Here is the winner of my Home Game Competition. Check out the other winners. @PokerStars http://on.fb.me/1mpnAFp ,2016-02-09T13:04:57.000Z
7718,19220,My third Pichichi award! Proud to be the best scorer of La Liga. Thank you all.,2016-02-08T19:16:48.000Z
19448,46601,Thank you for your happy birthday messages! 🎂👍3️⃣1️⃣😍❤️😘,2016-02-05T21:25:17.000Z
9025,19714,Obrigado a todos pelas mensagens de parabéns no meu 31° aniversário!,2016-02-05T16:10:03.000Z
4826,13176,"Watch my last ad for @SFR, the experience was amazing! #CristianoAndSFR",2016-02-04T15:11:09.000Z
3611,15375,.@Herbalife gave me the opportunity to create my sports drink #CR7Drive:enhanced hydration to drive your lifestyle.,2016-02-03T16:01:14.000Z
2238,10275,I have recently been surprised by @SFR. Can you find out how ? #CristianoAndSFR http://bit.ly/CristianoAndSFR ,2016-02-02T08:08:15.000Z
7173,18322,Guess where I spend 20% of my day? Find out!,2016-02-01T12:44:40.000Z
6813,17654,Una mordidita en tu boquita‼️🎤😂🔝👌,2016-01-29T19:28:32.000Z
7537,24249,It was great to shoot with you @AngelAlessandra!,2016-01-27T17:29:12.000Z
1790,8742,Your favourite keyboard is now available for iOS. Download it here: http://apple.co/1UdECBS ,2016-01-21T15:30:27.000Z
5094,15357,This amazing journey in football started when I was just eleven years old.,2016-01-19T16:33:40.000Z
4718,20857,"I wish I was in my #Madeira now, 21ºC of temperature in January!
Madeira, the Worlds’s Leading Island Destination.",2016-01-18T15:11:03.000Z
5612,17348,Feeling fortunate to receive the @tagheuer Connected with the watch-face designed by my son! #dontcrackunderpressure,2016-01-14T16:42:47.000Z
5112,16168,Most kids in Haiti don't make it past 5th grade. Let’s help them having a future. http://www.aidstillrequired.org/ASRhaiti2016 ,2016-01-13T14:46:29.000Z
6191,20271,Wonderful team! 🔝👌⚽️👍,2016-01-11T20:31:19.000Z
11296,26799,Happy to be a winner of FIFA FifPro world XI award 2015! #BallondOr,2016-01-11T19:43:17.000Z
7332,19519,Press talk before the #BallondOr ceremony,2016-01-11T16:49:49.000Z
8384,21221,Arrived in Zurich for the #BallondOr,2016-01-11T14:33:44.000Z
16360,36176,Going to Zurich for the #BallondOr day!,2016-01-11T11:42:37.000Z
15411,32624,"What better way to spend time than to shoot some balls with my son?

 ",2016-01-07T15:12:24.000Z
7166,26560,Feliz dia de reyes!!,2016-01-05T22:59:44.000Z
2781,13770,Don’t let this Winter pass you by without trying on the magnificent #Heritage Collection by @SacoorBrosGL,2016-01-05T15:56:43.000Z
5480,21307,"Excited to wear my special edition #Mercurial 324K Gold Boots tonight! 🏆⚽👌
Available Jan 7: http://gonike.me/Football_App ",2016-01-03T09:25:17.000Z
3274,11385,Have you ever wonder who my childhood idols were? Check out.,2016-01-02T11:28:39.000Z
8856,27367,The only gift in life is love. Always choose love! Happy New Year to you all from yours truly.,2015-12-31T22:31:30.000Z
4026,13218,,2015-12-31T11:59:34.000Z
1679,7442,My CR7 Keyboard has new looks. Do you like them? Download the keyboard now here: http://bit.ly/1H6fs6M ,2015-12-28T16:17:38.000Z
19862,37533,Curious to see my house in Madrid? Take a look! Merry Christmas to all!,2015-12-22T11:39:55.000Z
2352,8700,Take a sneak peak behind the scenes on the set of my fragrance ad #CristianoRonaldoLegacy.,2015-12-21T11:33:05.000Z
3934,17424,"I love this photo from FW15 campaign, with these awesome boots from the @Cr7Footwear collection. Merry Christmas!",2015-12-19T15:27:05.000Z
1514,5615,Happy to partner with @PestanaHotels!,2015-12-18T15:46:12.000Z
2958,11200,Today I partner with @PestanaHotels for the construction of 4 new hotels. It’s a dream come true! #TimeOfYourLife,2015-12-17T18:14:02.000Z
2224,10350,Share your poker home game for a chance to win a @PokerStars CR7 chip set. Upload pic here: http://psta.rs/homegame ,2015-12-16T16:45:58.000Z
4939,18242,Spending great time with my bros!! 👌🔝✌️,2015-12-15T20:16:54.000Z
2138,9460,This #Christmas you can offer a bit of Portugal from the amazing @SacoorBrosGL #Heritage Collection.,2015-12-15T15:53:00.000Z
4462,17286,Thank you team for the nice gift #CristianoRonaldoLegacy,2015-12-11T17:55:40.000Z
2275,8517,Want to win a pair of signed @CR7Footwear shoes for Christmas? Go to http://www.CR7Footwear.com !,2015-12-11T12:24:22.000Z
3291,11743,My @RonaldoFilm - the perfect present for friends & family this Christmas. #Unmissable http://www.ronaldothefilm.com ,2015-12-10T16:54:53.000Z
2950,10415,One of my favourite pieces from the X-mas collection. Check out http://www.CR7underwear.com  to see all of our new styles,2015-12-04T15:46:33.000Z
1652,6950,You can now search the web trough my CR7 Keyboard. Download it here: http://bit.ly/1H6fs6M ,2015-12-01T15:17:29.000Z
3125,10366,Check out the behind the scenes of my FW15 @CR7Footwear campaign! http://www.cr7footwear.com ,2015-11-30T14:58:22.000Z
2804,9303,Here’s an exclusive video with my #CR7shirts X-mas collection! Love it - check it out now on http://www.CR7shirts.com ,2015-11-27T14:57:52.000Z
2763,11361,"Whenever visiting #Madeira, don’t miss a visit to Funchal Marketplace “Mercado dos Lavradores” #visitmadeira",2015-11-26T15:15:37.000Z
7745,18732,Round of sixteen! Here we go #realmadrid,2015-11-26T00:43:40.000Z
4516,15629,Starting to read the book of my friend Jose Semedo.,2015-11-23T16:55:07.000Z
3006,12087,Drive your active lifestyle with my new sports drink #CR7Drive from @Herbalife. http://Herbalife24.com/CR7drive ,2015-11-19T11:58:28.000Z
2154,8601,My CR7 keyboard got more than 500.000 downloads in less than 3 months! Download it for free: http://bit.ly/1H6fs6M ,2015-11-17T12:23:33.000Z
30436,45729,I can't be indifferent to the horror of the Paris attacks. My thoughts go to the victims & families. #prayers4paris,2015-11-14T12:23:52.000Z
2562,10706,Signed the new Free Mercurial Superfly inspired by my home. Arrives today at http://nike.com/footballapp . #nikefc,2015-11-14T09:59:34.000Z
1616,5736,I'm joining @SacoorBrosGL for the celebration of their 25th anniversary! #Heritage is a must see collection!,2015-11-12T09:09:54.000Z
3276,12264,Hey @Tuurryy impressive play with the @Nikefootball App! These are on their way to you! 😎👍 http://gonike.me/Football_App ,2015-11-11T18:56:44.000Z
2962,10659,"Great work playing with the @Nikefootball App, @Dgarciachino20. Look for these in the post! http://gonike.me/Football_App ",2015-11-11T18:54:56.000Z
2450,10398,It was great meeting you Devante! Congratulations for your play in the @Nikefootball App: http://gonike.me/Football_App ,2015-11-11T18:46:37.000Z
5359,15402,Ronaldo film is out now! I have #nothingtohide thanks to @clearhair,2015-11-10T13:27:35.000Z
5044,15361,Great night! It's wonderful to share this moment with so great people. @RonaldoFilm turned out amazing.#ronaldofilm,2015-11-10T00:20:58.000Z
3119,7359,"Today is a very exciting day,the Premiere of @RonaldoFilm.Looking forward for tonight! #ronaldofilm
Watch the video: http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m487129/ …",2015-11-09T17:03:32.000Z
3980,10474,If you’re in London come down to Leicester Square at 5pm this evening and say Hi! #ronaldofilm,2015-11-09T16:38:29.000Z
6586,14025,Today is the day. I'm here in London and my film Ronaldo will be revealed to the world tonight! #ronaldofilm,2015-11-09T12:22:56.000Z
3267,11474,First session in my new CR7 Madeira edition free TR 3.0. Available now in Europe on http://nike.com/niketraining ,2015-11-07T16:48:08.000Z
3224,10699,"I'm excited to talk to you about @ronaldofilm that releases Monday, Nov 9 #ronaldofilm 
http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m932816-1/ …",2015-11-06T18:21:54.000Z
4631,11723,Injuries are a part of an athlete life. Having people you love by your side is important to recover. @Ronaldofilm,2015-11-06T15:07:35.000Z
4328,11854,My birthday is a great reason to join family and friends.Take a peek at my last birthday party in @Ronaldofilm.,2015-11-05T21:34:41.000Z
3227,11497,All the warmth and coverage I need this season. http://nike.com/techbook  #techpack,2015-11-05T16:59:05.000Z
6103,12000,Join me and watch the film in cinemas on Monday 9th . Visit http://www.ronaldothefilm.com  for details. #ronaldofilm,2015-11-04T13:05:08.000Z
7109,15668,"Well done team!! 👏⚽️
Enhorabuena Nacho!! 🔝👌",2015-11-03T23:06:48.000Z
3466,11442,Get out and play games with the @nikefootball App for a chance to meet me!🎁👊🏼 http://gonike.me/Football_App ,2015-11-02T08:06:40.000Z
4326,13490,Donate to help me build kids sports programs & you could meet me at Real Madrid v. Barça. http://omaze.com/ronaldo ,2015-11-01T14:54:04.000Z
4372,9913,"Ready to turn up the heat! 🌋 Available Oct. 29th, exclusively in the @Nikefootball App: http://gonike.me/Football_App ",2015-10-29T07:57:31.000Z
4889,13490,Inspired by my homeland of Madeira 👍🌋 Available exclusively in the @nikefootball App Oct. 29:http://gonike.me/Football_App ,2015-10-28T16:00:49.000Z
2772,9107,Here it is! FW15 @cr7footwear campaign. Check out my new styles on http://www.cr7footwear.com ,2015-10-27T14:08:34.000Z
3419,11372,Playing poker with my friend Ricardo,2015-10-25T13:28:28.000Z
3042,7750,Do you want one of my signed jerseys? 5 people in the next 48 hours will win! ⚽🏃 ENTER: http://omaze.com/ronaldo ,2015-10-23T16:57:03.000Z
1529,5115,.@RocByRonaldo is now available in France. Check @RocByRonaldo for more info.,2015-10-22T12:03:19.000Z
3574,9269,"Pre-order @RonaldoFilm with bonus content on DVD,Blu-ray or DigitalHD from Nov9 http://www.ronaldothefilm.com  #ronaldofilm",2015-10-20T09:15:56.000Z
3118,9728,Having fun on set of my #CR7Shirts shoot! http://www.CR7Shirts.com ,2015-10-19T13:35:55.000Z
1825,5464,With your help Madeira can become World’s Leading Island Destination 2015. Vote until Nov 8th – Follow the link:,2015-10-18T14:08:36.000Z
17944,31526,Thanks team mates and Real Madrid fans for this beautiful moment.  ❤️❤️❤️,2015-10-17T17:27:11.000Z
5384,14485,"Thanks @NikeFootball for the boots 🙌 honoured
to be Madrid's top scorer.Want a pair? http://
http://gonike.me/Football_App ",2015-10-17T09:04:45.000Z
3085,10665,"Photoshoot with @AngelAlessandra for a special project. Great meeting her, a lot of fun. http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m111932-ok/ …",2015-10-16T13:37:32.000Z
2080,6576,Never too early to prepare for a season with warm fleece and breathable http://insulation.nike.com/techbook  #techpack,2015-10-16T09:20:21.000Z
3409,11310,Want to join me when Real Madrid plays El Clasico? ✈⚽ ENTER: http://omaze.com/ronaldo  and you can help a great cause.,2015-10-15T11:30:50.000Z
5156,9974,"See @RonaldoFilm in cinemas, or own it on DVD, Blu-ray and Digital HD from November 9 :) http://www.ronaldothefilm.com ",2015-10-14T14:30:14.000Z
7789,15794,"Four Golden Boots! Very happy and proud with this achievement. 
http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m227491/ …",2015-10-13T13:11:42.000Z
14484,21967,What a special moment in my professional life! Winning four Golden Boots it’s a privilege... http://bit.ly/1WZwzuB ,2015-10-13T12:57:47.000Z
1588,4789,Great time in the shoot for the new @SacoorBrosGL collection. The Portuguese heritage inspired the new collection.,2015-10-12T14:22:35.000Z
3981,12791,Want to be my VIP guest at Real Madrid-Barça? Support youth sports programs in Haiti. ENTER: http://bit.ly/1jbt1ae ,2015-10-09T16:50:00.000Z
4460,12736,Flying with style.,2015-10-08T23:13:36.000Z
6235,12246,Mission accomplished! Great team work leads to great victories. #euro2016 here we go. #forçaportugal,2015-10-08T22:31:57.000Z
2957,9253,"Hey guys. We finished another training session. Tomorrow is decisive. #forçaportugal
http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m732551 …",2015-10-07T20:41:38.000Z
3540,7895,"Tickets are now on sale for @RonaldoFilm, in cinemas Nov 9: http://ronaldothefilm.com  🎥🎬 More cinemas coming soon!",2015-10-07T17:49:44.000Z
3482,9015,"You can explore my island @madeira_islands by Walking, Diving, Canyoning and more. Get ready for the adventure!",2015-10-07T12:23:34.000Z
2742,7082,Do you know what I think about my perfume #cristianoronaldolegacy? See the behind the scenes http://www.cristianoronaldofragrances.com ,2015-10-06T16:30:49.000Z
4059,11022,Yesterday I had my first fashion show to launch the FW15 collection of #CR7Footwear. It was a lot of fun!,2015-10-06T09:17:29.000Z
11692,17991,Never imagined to achieve this record when I arrived in Real Madrid six years ago...https://www.facebook.com/Cristiano/posts/10153754397432164 …,2015-10-02T13:12:52.000Z
16354,21382,"500 #mercurial goals. More to come! Explore
some of the boots contributing to the
milestone: http://gonike.me/Football_App ",2015-09-30T20:40:16.000Z
5983,17859,Good morning.,2015-09-30T09:37:00.000Z
2748,8245,"I’m in a photoshoot for the new collection of #CR7footwear, in stores soon. Hope you enjoy! http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m562991/ …",2015-09-28T15:13:45.000Z
23109,25672,Check out the trailer for my film! In cinemas worldwide Nov 9. Visit http://www.ronaldothefilm.com  for more information.,2015-09-28T13:00:45.000Z
4077,9037,Introducing my new sports drink: CR7 Drive developed with @Herbalife24.Drive your destiny at http://Herbalife24.com/CR7Drive ,2015-09-27T11:59:55.000Z
7086,13747,So excited 😊 Here's the poster for my official documentary in cinemas soon. What do you think? ⚽️🎥,2015-09-25T14:34:44.000Z
4278,12388,#CR7Shirts #CR7Underwear  http://www.CR7underwear.com ,2015-09-24T14:00:02.000Z
3907,11641,Here’s a sneak peak of me getting ready for the TV ad of #cristianoronaldolegacy. I had a great time!,2015-09-22T14:43:13.000Z
6644,14120,I’m flying 1 lucky fan to Madrid to hang with me & be my VIP guest at R. Madrid v. Barcelona http://bit.ly/1iovlJV ,2015-09-21T12:01:01.000Z
3440,9684,"Spending the afternoon training at home with my boy. 
http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m444921/ …",2015-09-20T16:40:47.000Z
4048,12229,"Hey guys, just finished training and now it’s lunch time. Eat properly, be healthy! http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m43710-1/ …",2015-09-18T14:13:44.000Z
2695,7736,I’m driven. Are you? @Herbalife24 #CR7Drive,2015-09-17T11:08:21.000Z
12270,20242,Great win tonight in the Champions League! It was amazing to feel your support. #halamadrid,2015-09-15T22:14:58.000Z
3457,10068,"Spending excellent time with my son.
http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m29841/ …",2015-09-11T09:45:29.000Z
3786,9311,Check out a clip from the ad for my new fragrance Cristiano Ronaldo Legacy. Full version here http://www.cristianoronaldofragrances.com ,2015-09-09T21:27:45.000Z
5492,13808,What do you think of Cristiano Ronaldo Legacy?,2015-09-09T20:33:34.000Z
2479,6213,Introducing my debut fragrance for men - Cristiano Ronaldo Legacy - go to http://www.cristianoronaldofragrances.com  for more!,2015-09-09T20:03:53.000Z
2594,6990,It's nearly time...,2015-09-08T11:53:30.000Z
9992,17281,No one at the National Team is indifferent to Europe’s refuggee crisis. All our thoughts are with those people.,2015-09-03T17:07:39.000Z
6352,14833,Espírito Português.,2015-09-03T11:23:07.000Z
3854,12669,One of my favourite #CR7Shirts for Autumn/Winter. Check out http://www.CR7Shirts.com  to see all of our new styles!,2015-09-01T15:34:08.000Z
4811,13148,"Madeira, my homeland: the 6th Best Island in the world and 2nd in Europe. Visit and discover why @madeira_islands",2015-09-01T11:29:37.000Z
4471,12946,Check out my new favourite DJ. http://www.unscriptd.com/raw/football-soccer-cristiano-ronaldo-m151739/ …,2015-08-28T13:00:51.000Z
5011,13270,I love my new #techpack from @nikesportswear. It's amazing!,2015-08-27T14:33:24.000Z
2394,6608,"Celebrating the launch of my Autumn/Winter #CR7shirts collection! See the new styles on
http://www.CR7Shirts.com ",2015-08-20T15:04:45.000Z
3845,11566,"Hard works requires hard recovery. 
http://www.unscriptd.com/raw/football-(soccer)-cristiano-ronaldo-m75738/ …",2015-08-19T19:48:07.000Z
2183,6240,Hope you liked my 4th #CR7underwear campaign!Here’s a sneak peek of the shoot! New styles on http://www.CR7underwear.com ,2015-08-19T14:32:25.000Z
3039,7685,Nutrition. Dedication. Drive. Check out my new interview series with @Herbalife #CR7Drive,2015-08-13T14:16:09.000Z
3899,9764,My new official keyboard in now available for your smartphone. Take a look and try it! http://bit.ly/1hraZzH ,2015-08-11T14:01:06.000Z
5270,15958,"Have a nice Sunday everyone!
http://www.unscriptd.com/raw/football-(soccer)-cristiano-ronaldo-m88600/ …",2015-08-09T13:29:12.000Z
4380,12750,Exclusive image from my latest #CR7Underwear shoot! Love the new collection - check it out now http://www.CR7underwear.com ,2015-08-07T11:00:15.000Z
5692,16271,Fun time with my bro!!!,2015-08-06T19:37:13.000Z
4746,13073,Hey guys! Wanna help me choose the best haircut? http://www.unscriptd.com/raw/football-(soccer)-cristiano-ronaldo-m99736/ …,2015-08-05T13:58:45.000Z
7147,20132,Trip to Shanghai.,2015-07-28T09:04:10.000Z
8246,21908,Good win tonight.,2015-07-27T15:36:58.000Z
6364,13864,Coming soon!,2015-07-25T10:50:59.000Z
8275,16771,Ready for tomorrow!,2015-07-23T11:45:57.000Z
4131,11828,Step out in style with #CR7Footwear! One of my favourite pairs in the collection. http://www.cr7footwear.com ,2015-07-22T10:42:38.000Z
4451,10494,Parabéns aos campeões da Selecção Nacional de Futebol de Praia! Enorme orgulho para Portugal!,2015-07-19T23:14:24.000Z
4065,10713,Met these future champions after the game. Proud to support @savechildrenaus which gives these kids safe play areas.,2015-07-19T15:59:21.000Z
4031,11211,In Australia and ran out of @Herbalife24 #RebuildStrength. Found a @Herbalife nutrition club. Thanks guys!,2015-07-15T11:16:23.000Z
5294,15224,First poker night with new chips.,2015-07-14T14:00:17.000Z
40772,54162,"Iker, un orgullo haber trabajado contigo tantos años. Mucha suerte en tu nuevo equipo!",2015-07-13T11:11:57.000Z
2131,5708,"Always be at your best with @SacoorBrosGL outfits, the perfect look for every occasion. Find the closest boutique: http://bit.ly/boutiquesSacoorBrothers …",2015-07-12T12:09:15.000Z
6987,16148,It’s about the bold choices we make that embrace risk and inspire courage. What drives you? @Herbalife #CR7Drive,2015-07-10T12:39:02.000Z
4197,11763,Introducing MTG Sixpad in China.,2015-07-09T14:43:02.000Z
4158,11274,How you train makes the difference.Check out the @niketraining Free Trainer 3.0 made for speed http://gonike.me/FreeTrainer3_0 ,2015-07-08T16:52:55.000Z
6578,16928,Sixpad launch in Tokyo!,2015-07-08T09:03:15.000Z
5928,16312,Amazing vacations with great friends.,2015-07-03T19:10:50.000Z
2081,5612,"The countdown is over! You can finally get my @TAGHeuer special edition on your wrist @TheWatchGallery 
http://www.thewatchgallery.com/tag-heuer-watches …",2015-07-03T13:48:57.000Z
5637,12720,My training just got a new look from @NikeTraining . #nikefree,2015-07-02T15:33:00.000Z
4641,12133,Loving my new CR7 chips from PokerStars.,2015-06-30T13:58:08.000Z
3168,9417,This was my score at Ronaldo&Hugo. What’s yours? http://bit.ly/GETsuperstars ,2015-06-26T14:18:24.000Z
11564,26161,The moments with my son are always amazing. You can see some special moments with him in the new film: @RonaldoFilm,2015-06-21T12:03:10.000Z
3020,6709,Want to appear in the credits of my film? Just load your selfie shots of you and me to my website  http://www.cristianoronaldo.com/ronaldofilmcompetition …,2015-06-19T15:28:25.000Z
5769,13314,I will be releasing my very own fragrance later this Summer. How exciting! More news soon!,2015-06-18T13:58:24.000Z
15145,35758,Celebrating my son's 5th birthday.,2015-06-18T00:23:30.000Z
11382,21156,Hello all! Positive thoughts for the people in Nepal. Portugal and Nepal together!,2015-06-15T14:20:12.000Z
6953,15641,Extraordinary night and a big step towards qualifying for the #euro2016. #forçaportugal! http://bit.ly/1cTgF2q ,2015-06-13T21:37:25.000Z
13225,22271,I’m happy to confirm that there’s a film being produced about me. Stay tuned for more info at @RonaldoFilm,2015-06-09T13:04:35.000Z
5804,12755,Exciting news to share with you tomorrow. Can’t wait!,2015-06-08T16:13:25.000Z
2645,6251,Want to see more of my photoshoot for @SacoorBrosME Spring Summer Collection? Don’t miss out any detail here:,2015-06-06T12:27:52.000Z
10046,19252,Thank you for being there for me. Your support makes me wanna be better everytime. VIDEO http://www.unscriptd.com/raw/football-(soccer)-cristiano-ronaldo-m00022/ …,2015-06-05T13:24:01.000Z
4107,10045,Who remembers this guy?Brings me back childhood memories.Play “Ronaldo&Hugo:Superstar Skaters” http://bit.ly/GETsuperstars ,2015-06-04T16:44:09.000Z
6454,17040,Nice boat hein?,2015-05-31T15:05:26.000Z
5966,14453,Summer is coming! Put your best foot forward and shine in my shoes! Discover my CR7 Collection http://www.cr7footwear.com ,2015-05-29T11:52:27.000Z
3256,7272,I’ve joined the world’s best poker team! #PokerStars http://www.pokerstars.com ,2015-05-27T11:02:05.000Z
50419,54596,Great coach and amazing person. Hope we work together next season.,2015-05-23T21:12:17.000Z
6691,16185,Which pair of #CR7Underwear should I wear today? Help me choose!,2015-05-20T06:47:12.000Z
7203,17451,Good nutrition is at the core of my success. Excited to be working with @Herbalife24 #CR7Drive,2015-05-16T12:47:08.000Z
21845,42332,I think I found the perfect training partner! http://www.unscriptd.com/raw/football-(soccer)-cristiano-ronaldo-m001/ …,2015-05-15T14:12:01.000Z
5739,16625,"Pleased to be part of @SacoorBrosME family,a Portuguese brand where you can find the perfect look #PerfectMatch",2015-05-07T12:58:36.000Z
12751,20094,Help the children affected by #NepalQuake by supporting @SavetheChildren’s relief efforts: http://bit.ly/1DDZ19Y ,2015-04-28T13:17:46.000Z
8631,21755,Celebrating this important win with my friends. http://www.sportlobster.com/post/556638/celebrating-this-important-win.html …,2015-04-22T23:37:07.000Z
15358,25093,Another important step in this UEFA Champions League competition. Thanks for your support. ... http://www.sportlobster.com/post/556607/another-important-step-in-this.html …,2015-04-22T22:09:43.000Z
5480,10372,Tomorrow is decisive and your support is essential for the triumph! Hala Madrid!  ... http://www.sportlobster.com/post/556057/tomorrow-is-decisive-and-your.html …,2015-04-21T22:08:05.000Z
